date,name,tier,lp,score
2022-09-20,Aileri#KR1,Challenger,1066,46.66
2022-09-24,Aileri#KR1,Challenger,1071,46.71
2022-09-26,Aileri#KR1,Challenger,1068,46.68
2022-09-27,Aileri#KR1,Challenger,1104,47.04
2022-09-28,Aileri#KR1,Challenger,1085,46.85
2022-09-29,Aileri#KR1,Challenger,971,45.71
2022-10-01,Aileri#KR1,Challenger,1005,46.05
2022-10-03,Aileri#KR1,Challenger,932,45.32
2022-10-06,Aileri#KR1,Challenger,894,44.94
2022-10-10,Aileri#KR1,Challenger,929,45.29
2022-10-11,Aileri#KR1,Challenger,911,45.11
2022-10-12,Aileri#KR1,Challenger,893,44.93
2022-10-13,Aileri#KR1,Grandmaster,826,40.26
2022-10-16,Aileri#KR1,Grandmaster,827,40.27
2022-10-24,Aileri#KR1,Grandmaster,776,39.76
2022-10-25,Aileri#KR1,Grandmaster,745,39.45
2022-10-26,Aileri#KR1,Grandmaster,676,38.76
2022-10-27,Aileri#KR1,Grandmaster,679,38.79
2022-10-28,Aileri#KR1,Grandmaster,719,39.19
2022-10-29,Aileri#KR1,Grandmaster,704,39.04
2022-10-30,Aileri#KR1,Grandmaster,681,38.81
2022-10-31,Aileri#KR1,Grandmaster,769,39.69
2022-11-01,Aileri#KR1,Grandmaster,824,40.24
2022-11-02,Aileri#KR1,Grandmaster,985,41.85
2022-11-03,Aileri#KR1,Challenger,1001,46.01
2022-11-16,Aileri#KR1,Challenger,984,45.84
2022-11-18,Aileri#KR1,Challenger,973,45.73
2022-11-22,Aileri#KR1,Challenger,947,45.47
2022-11-24,Aileri#KR1,Challenger,928,45.28
2022-11-25,Aileri#KR1,Grandmaster,922,41.22
2022-11-27,Aileri#KR1,Grandmaster,878,40.78
2022-11-28,Aileri#KR1,Grandmaster,874,40.74
2022-11-29,Aileri#KR1,Challenger,941,45.41
2022-12-01,Aileri#KR1,Challenger,991,45.91
2022-12-04,Aileri#KR1,Challenger,1008,46.08
2022-12-05,Aileri#KR1,Challenger,1002,46.02
2022-12-07,Aileri#KR1,Challenger,982,45.82
2022-12-10,Aileri#KR1,Challenger,938,45.38
2022-12-11,Aileri#KR1,Grandmaster,901,41.01
2022-12-13,Aileri#KR1,Challenger,916,45.16
2022-12-18,Aileri#KR1,Challenger,973,45.73
2022-12-20,Aileri#KR1,Challenger,1005,46.05
2022-12-23,Aileri#KR1,Challenger,1033,46.33
2022-12-25,Aileri#KR1,Challenger,1022,46.22
2022-12-28,Aileri#KR1,Challenger,971,45.71
2022-12-29,Aileri#KR1,Challenger,968,45.68
2023-01-02,Aileri#KR1,Challenger,946,45.46
2023-01-04,Aileri#KR1,Grandmaster,878,40.78
2023-01-06,Aileri#KR1,Grandmaster,879,40.79
2023-01-09,Aileri#KR1,Grandmaster,861,40.61
2023-01-10,Aileri#KR1,Grandmaster,886,40.86
2023-01-12,Aileri#KR1,Iron IV,0,0
2023-01-26,Aileri#KR1,Diamond II,85,26.85
2023-01-29,Aileri#KR1,Master,1,28.01
2023-02-01,Aileri#KR1,Master,25,28.25
2023-02-05,Aileri#KR1,Master,23,28.23
2023-02-07,Aileri#KR1,Master,106,29.06
2023-02-08,Aileri#KR1,Master,99,28.99
2023-02-10,Aileri#KR1,Master,237,30.37
2023-02-11,Aileri#KR1,Grandmaster,266,34.66
2023-02-13,Aileri#KR1,Grandmaster,383,35.83
2023-02-14,Aileri#KR1,Grandmaster,444,36.44
2023-02-15,Aileri#KR1,Grandmaster,520,37.2
2023-02-16,Aileri#KR1,Challenger,520,41.2
2023-02-19,Aileri#KR1,Challenger,562,41.62
2023-02-20,Aileri#KR1,Challenger,525,41.25
2023-02-21,Aileri#KR1,Challenger,563,41.63
2023-02-22,Aileri#KR1,Challenger,652,42.52
2023-02-24,Aileri#KR1,Challenger,745,43.45
2023-02-25,Aileri#KR1,Challenger,881,44.81
2023-02-26,Aileri#KR1,Challenger,1005,46.05
2023-02-27,Aileri#KR1,Challenger,1105,47.05
2023-03-02,Aileri#KR1,Challenger,1117,47.17
2023-03-03,Aileri#KR1,Challenger,1115,47.15
2023-03-05,Aileri#KR1,Challenger,1051,46.51
2023-03-08,Aileri#KR1,Challenger,1048,46.48
2023-03-10,Aileri#KR1,Challenger,1027,46.27
2023-03-11,Aileri#KR1,Challenger,979,45.79
2023-03-13,Aileri#KR1,Challenger,958,45.58
2023-03-14,Aileri#KR1,Challenger,978,45.78
2023-03-16,Aileri#KR1,Challenger,1001,46.01
2023-03-17,Aileri#KR1,Challenger,1079,46.79
2023-03-18,Aileri#KR1,Challenger,1128,47.28
2023-03-20,Aileri#KR1,Challenger,1081,46.81
2023-03-23,Aileri#KR1,Challenger,1060,46.6
2023-03-24,Aileri#KR1,Challenger,1139,47.39
2023-03-27,Aileri#KR1,Challenger,1217,48.17
2023-03-28,Aileri#KR1,Challenger,1264,48.64
2023-04-09,Aileri#KR1,Challenger,1153,47.53
2023-04-14,Aileri#KR1,Challenger,1128,47.28
2023-04-16,Aileri#KR1,Challenger,1167,47.67
2023-04-18,Aileri#KR1,Challenger,1214,48.14
2023-04-21,Aileri#KR1,Challenger,1235,48.35
2023-04-22,Aileri#KR1,Challenger,1236,48.36
2023-04-24,Aileri#KR1,Challenger,1213,48.13
2023-04-29,Aileri#KR1,Challenger,1188,47.88
2023-05-06,Aileri#KR1,Challenger,1160,47.6
2023-05-09,Aileri#KR1,Challenger,1204,48.04
2023-05-12,Aileri#KR1,Challenger,1153,47.53
2023-05-16,Aileri#KR1,Challenger,1164,47.64
2023-05-21,Aileri#KR1,Challenger,1275,48.75
2023-05-22,Aileri#KR1,Challenger,1251,48.51
2023-05-25,Aileri#KR1,Challenger,1224,48.24
2023-05-26,Aileri#KR1,Challenger,1249,48.49
2023-05-28,Aileri#KR1,Challenger,1212,48.12
2023-05-29,Aileri#KR1,Challenger,1238,48.38
2023-05-30,Aileri#KR1,Challenger,1267,48.67
2023-05-31,Aileri#KR1,Challenger,1302,49.02
2023-06-01,Aileri#KR1,Challenger,1325,49.25
2023-06-02,Aileri#KR1,Challenger,1320,49.2
2023-06-03,Aileri#KR1,Challenger,1386,49.86
2023-06-04,Aileri#KR1,Challenger,1404,50.04
2023-06-07,Aileri#KR1,Challenger,1448,50.48
2023-06-08,Aileri#KR1,Challenger,1375,49.75
2023-06-14,Aileri#KR1,Challenger,1304,49.04
2023-06-21,Aileri#KR1,Challenger,1326,49.26
2023-06-22,Aileri#KR1,Challenger,1343,49.43
2023-06-25,Aileri#KR1,Challenger,1365,49.65
2023-06-28,Aileri#KR1,Challenger,1453,50.53
2023-06-30,Aileri#KR1,Challenger,1426,50.26
2023-07-08,Aileri#KR1,Challenger,1391,49.91
2023-07-10,Aileri#KR1,Challenger,1364,49.64
2023-07-12,Aileri#KR1,Challenger,1402,50.02
2023-07-14,Aileri#KR1,Challenger,1426,50.26
2023-07-15,Aileri#KR1,Challenger,1369,49.69
2023-07-20,Aileri#KR1,Iron IV,0,0
2023-07-22,Aileri#KR1,Diamond III,13,25.13
2023-07-23,Aileri#KR1,Diamond II,23,26.23
2023-08-08,Aileri#KR1,Diamond I,6,27.06
2023-08-10,Aileri#KR1,Master,122,29.22
2023-08-11,Aileri#KR1,Master,177,29.77
2023-08-14,Aileri#KR1,Master,154,29.54
2023-08-15,Aileri#KR1,Master,184,29.84
2023-08-16,Aileri#KR1,Master,251,30.51
2023-08-17,Aileri#KR1,Master,281,30.81
2023-08-19,Aileri#KR1,Grandmaster,315,35.15
2023-08-21,Aileri#KR1,Master,297,30.97
2023-08-23,Aileri#KR1,Master,252,30.52
2023-08-24,Aileri#KR1,Master,278,30.78
2023-08-25,Aileri#KR1,Master,238,30.38
2023-08-27,Aileri#KR1,Master,239,30.39
2023-09-03,Aileri#KR1,Master,234,30.34
2023-09-07,Aileri#KR1,Master,260,30.6
2023-09-08,Aileri#KR1,Master,259,30.59
2023-09-09,Aileri#KR1,Master,209,30.09
2023-09-11,Aileri#KR1,Master,330,31.3
2023-09-12,Aileri#KR1,Master,310,31.1
2023-09-13,Aileri#KR1,Master,252,30.52
2023-09-15,Aileri#KR1,Master,237,30.37
2023-09-16,Aileri#KR1,Master,289,30.89
2023-09-18,Aileri#KR1,Master,317,31.17
2023-09-21,Aileri#KR1,Master,460,32.6
2023-09-22,Aileri#KR1,Grandmaster,662,38.62
2023-09-24,Aileri#KR1,Grandmaster,696,38.96
2023-09-25,Aileri#KR1,Grandmaster,877,40.77
2023-09-26,Aileri#KR1,Challenger,890,44.9
2023-09-28,Aileri#KR1,Challenger,938,45.38
2023-09-29,Aileri#KR1,Challenger,941,45.41
2023-09-30,Aileri#KR1,Challenger,814,44.14
2023-10-01,Aileri#KR1,Challenger,935,45.35
2023-10-02,Aileri#KR1,Challenger,1017,46.17
2023-10-03,Aileri#KR1,Challenger,1018,46.18
2023-10-05,Aileri#KR1,Challenger,1083,46.83
2023-10-06,Aileri#KR1,Challenger,1153,47.53
2023-10-07,Aileri#KR1,Challenger,1111,47.11
2023-10-08,Aileri#KR1,Challenger,1161,47.61
2023-10-10,Aileri#KR1,Challenger,1139,47.39
2023-10-11,Aileri#KR1,Challenger,1163,47.63
2023-10-14,Aileri#KR1,Challenger,1208,48.08
2023-10-15,Aileri#KR1,Challenger,1207,48.07
2023-10-16,Aileri#KR1,Challenger,1206,48.06
2023-10-20,Aileri#KR1,Challenger,1222,48.22
2023-10-21,Aileri#KR1,Challenger,1190,47.9
2023-10-22,Aileri#KR1,Challenger,1226,48.26
2023-10-24,Aileri#KR1,Challenger,1177,47.77
2023-10-26,Aileri#KR1,Challenger,1212,48.12
2023-10-30,Aileri#KR1,Challenger,1184,47.84
2023-10-31,Aileri#KR1,Challenger,1201,48.01
2023-11-02,Aileri#KR1,Challenger,1246,48.46
2023-11-03,Aileri#KR1,Challenger,1261,48.61
2023-11-08,Aileri#KR1,Challenger,1192,47.92
2023-11-17,Aileri#KR1,Challenger,1191,47.91
2023-11-20,Aileri#KR1,Challenger,1213,48.13
2023-11-22,Aileri#KR1,Challenger,1234,48.34
2023-11-24,Aileri#KR1,Challenger,1232,48.32
2023-11-26,Aileri#KR1,Challenger,1206,48.06
2023-11-27,Aileri#KR1,Challenger,1181,47.81
2023-11-28,Aileri#KR1,Challenger,1196,47.96
2023-12-04,Aileri#KR1,Challenger,1192,47.92
2023-12-06,Aileri#KR1,Challenger,1130,47.3
2023-12-07,Aileri#KR1,Challenger,1153,47.53
2023-12-11,Aileri#KR1,Challenger,1103,47.03
2023-12-19,Aileri#KR1,Challenger,1133,47.33
2023-12-21,Aileri#KR1,Challenger,1270,48.7
2023-12-22,Aileri#KR1,Challenger,1214,48.14
2023-12-27,Aileri#KR1,Challenger,1243,48.43
2023-12-29,Aileri#KR1,Challenger,1239,48.39
2023-12-30,Aileri#KR1,Challenger,1214,48.14
2024-01-01,Aileri#KR1,Challenger,1189,47.89
2024-01-03,Aileri#KR1,Challenger,1148,47.48
2024-01-04,Aileri#KR1,Challenger,1165,47.65
2024-01-07,Aileri#KR1,Challenger,1224,48.24
2024-01-09,Aileri#KR1,Challenger,1184,47.84
2024-01-12,Aileri#KR1,Diamond III,45,25.45
2024-01-14,Aileri#KR1,Diamond I,4,27.04
2024-01-21,Aileri#KR1,Master,1,28.01
2024-01-28,Aileri#KR1,Master,22,28.22
2024-01-29,Aileri#KR1,Master,221,30.21
2024-01-30,Aileri#KR1,Grandmaster,326,35.26
2024-01-31,Aileri#KR1,Grandmaster,396,35.96
2024-02-01,Aileri#KR1,Grandmaster,442,36.42
2024-02-02,Aileri#KR1,Grandmaster,504,37.04
2024-02-03,Aileri#KR1,Challenger,510,41.1
2024-02-05,Aileri#KR1,Grandmaster,533,37.33
2024-02-06,Aileri#KR1,Challenger,556,41.56
2024-02-08,Aileri#KR1,Grandmaster,580,37.8
2024-02-10,Aileri#KR1,Grandmaster,628,38.28
2024-02-11,Aileri#KR1,Challenger,611,42.11
2024-02-13,Aileri#KR1,Grandmaster,611,38.11
2024-02-14,Aileri#KR1,Grandmaster,654,38.54
2024-02-15,Aileri#KR1,Challenger,656,42.56
2024-02-16,Aileri#KR1,Grandmaster,637,38.37
2024-02-17,Aileri#KR1,Grandmaster,617,38.17
2024-02-20,Aileri#KR1,Grandmaster,657,38.57
2024-02-21,Aileri#KR1,Grandmaster,744,39.44
2024-02-22,Aileri#KR1,Challenger,792,43.92
2024-02-23,Aileri#KR1,Challenger,794,43.94
2024-02-27,Aileri#KR1,Grandmaster,755,39.55
2024-02-28,Aileri#KR1,Grandmaster,758,39.58
2024-03-07,Aileri#KR1,Grandmaster,778,39.78
2024-03-09,Aileri#KR1,Grandmaster,779,39.79
2024-03-11,Aileri#KR1,Grandmaster,756,39.56
2024-03-13,Aileri#KR1,Grandmaster,771,39.71
2024-03-20,Aileri#KR1,Grandmaster,789,39.89
2024-03-21,Aileri#KR1,Grandmaster,841,40.41
2024-03-23,Aileri#KR1,Grandmaster,853,40.53
2024-03-25,Aileri#KR1,Grandmaster,871,40.71
2024-03-26,Aileri#KR1,Challenger,889,44.89
2024-03-27,Aileri#KR1,Challenger,974,45.74
2024-03-29,Aileri#KR1,Challenger,969,45.69
2024-03-30,Aileri#KR1,Challenger,963,45.63
2024-03-31,Aileri#KR1,Challenger,991,45.91
2024-04-03,Aileri#KR1,Challenger,956,45.56
2024-04-09,Aileri#KR1,Challenger,934,45.34
2024-04-11,Aileri#KR1,Challenger,962,45.62
2024-04-15,Aileri#KR1,Challenger,958,45.58
2024-04-20,Aileri#KR1,Challenger,964,45.64
2024-04-24,Aileri#KR1,Challenger,913,45.13
2024-04-25,Aileri#KR1,Challenger,944,45.44
2024-04-27,Aileri#KR1,Grandmaster,846,40.46
2024-04-29,Aileri#KR1,Grandmaster,850,40.5
2024-04-30,Aileri#KR1,Grandmaster,833,40.33
2024-05-01,Aileri#KR1,Grandmaster,832,40.32
2024-05-03,Aileri#KR1,Grandmaster,787,39.87
2024-05-04,Aileri#KR1,Grandmaster,762,39.62
2024-05-05,Aileri#KR1,Grandmaster,840,40.4
2024-05-06,Aileri#KR1,Grandmaster,907,41.07
2024-05-07,Aileri#KR1,Challenger,907,45.07
2024-05-08,Aileri#KR1,Grandmaster,867,40.67
2024-05-10,Aileri#KR1,Challenger,973,45.73
2024-05-12,Aileri#KR1,Challenger,1010,46.1
2024-05-13,Aileri#KR1,Challenger,1004,46.04
2024-05-18,Aileri#KR1,Diamond I,17,27.17
2024-05-20,Aileri#KR1,Master,24,28.24
2024-05-21,Aileri#KR1,Master,78,28.78
2024-05-23,Aileri#KR1,Master,127,29.27
2024-05-26,Aileri#KR1,Master,220,30.2
2024-05-27,Aileri#KR1,Master,203,30.03
2024-05-29,Aileri#KR1,Grandmaster,411,36.11
2024-05-31,Aileri#KR1,Grandmaster,656,38.56
2024-06-01,Aileri#KR1,Challenger,735,43.35
2024-06-03,Aileri#KR1,Grandmaster,603,38.03
2024-06-05,Aileri#KR1,Challenger,721,43.21
2024-06-07,Aileri#KR1,Challenger,771,43.71
2024-06-08,Aileri#KR1,Challenger,865,44.65
2024-06-09,Aileri#KR1,Challenger,1005,46.05
2024-06-10,Aileri#KR1,Challenger,992,45.92
2024-06-15,Aileri#KR1,Challenger,871,44.71
2024-06-19,Aileri#KR1,Challenger,892,44.92
2024-06-20,Aileri#KR1,Grandmaster,894,40.94
2024-06-24,Aileri#KR1,Grandmaster,880,40.8
2024-06-26,Aileri#KR1,Grandmaster,927,41.27
2024-06-27,Aileri#KR1,Challenger,927,45.27
2024-06-28,Aileri#KR1,Grandmaster,928,41.28
2024-06-30,Aileri#KR1,Grandmaster,950,41.5
2024-07-01,Aileri#KR1,Challenger,971,45.71
2024-07-03,Aileri#KR1,Grandmaster,971,41.71
2024-07-06,Aileri#KR1,Grandmaster,951,41.51
2024-07-11,Aileri#KR1,Grandmaster,993,41.93
2024-07-13,Aileri#KR1,Grandmaster,992,41.92
2024-07-26,Aileri#KR1,Grandmaster,936,41.36
2024-07-28,Aileri#KR1,Grandmaster,934,41.34
2024-07-30,Aileri#KR1,Grandmaster,952,41.52
2024-08-03,Aileri#KR1,Grandmaster,957,41.57
2024-08-04,Aileri#KR1,Grandmaster,919,41.19
2024-08-10,Aileri#KR1,Grandmaster,839,40.39
2024-08-21,Aileri#KR1,Master,770,35.7
2024-08-23,Aileri#KR1,Master,695,34.95
2024-08-25,Aileri#KR1,Master,545,33.45
2024-08-26,Aileri#KR1,Master,470,32.7
2024-08-28,Aileri#KR1,Master,320,31.2
2024-08-29,Aileri#KR1,Master,245,30.45
2024-08-30,Aileri#KR1,Master,170,29.7
2024-09-01,Aileri#KR1,Master,95,28.95
2024-09-02,Aileri#KR1,Diamond I,75,27.75
2024-09-25,Aileri#KR1,Diamond IV,25,24.25
2024-09-26,Aileri#KR1,Diamond I,75,27.75
2024-09-28,Aileri#KR1,Diamond II,9,26.09
2024-09-29,Aileri#KR1,Diamond II,7,26.07
2024-09-30,Aileri#KR1,Diamond II,21,26.21
2024-10-02,Aileri#KR1,Diamond I,12,27.12
2024-10-03,Aileri#KR1,Master,34,28.34
2024-10-04,Aileri#KR1,Master,44,28.44
2024-10-05,Aileri#KR1,Master,129,29.29
2024-10-06,Aileri#KR1,Master,87,28.87
2024-10-08,Aileri#KR1,Master,81,28.81
2024-10-09,Aileri#KR1,Master,31,28.31
2024-10-10,Aileri#KR1,Master,47,28.47
2024-10-11,Aileri#KR1,Master,30,28.3
2024-10-12,Aileri#KR1,Master,45,28.45
2024-10-27,Aileri#KR1,Diamond I,75,27.75
2024-11-12,Aileri#KR1,Master,16,28.16
2024-11-25,Aileri#KR1,Master,39,28.39
2024-11-27,Aileri#KR1,Diamond I,75,27.75
2024-11-29,Aileri#KR1,Master,83,28.83
2024-12-01,Aileri#KR1,Master,224,30.24
2024-12-02,Aileri#KR1,Master,377,31.77
2024-12-03,Aileri#KR1,Master,473,32.73
2024-12-04,Aileri#KR1,Master,499,32.99
2024-12-05,Aileri#KR1,Master,545,33.45
2024-12-06,Aileri#KR1,Grandmaster,611,38.11
2024-12-08,Aileri#KR1,Grandmaster,641,38.41
2024-12-12,Aileri#KR1,Grandmaster,698,38.98
2024-12-14,Aileri#KR1,Grandmaster,794,39.94
2024-12-15,Aileri#KR1,Challenger,905,45.05
2024-12-17,Aileri#KR1,Challenger,1020,46.2
2024-12-19,Aileri#KR1,Challenger,1041,46.41
2024-12-20,Aileri#KR1,Challenger,1007,46.07
2024-12-21,Aileri#KR1,Challenger,1118,47.18
2024-12-22,Aileri#KR1,Challenger,1099,46.99
2024-12-23,Aileri#KR1,Challenger,1122,47.22
2024-12-24,Aileri#KR1,Challenger,1167,47.67
2024-12-25,Aileri#KR1,Challenger,1188,47.88
2024-12-26,Aileri#KR1,Challenger,1144,47.44
2025-01-05,Aileri#KR1,Challenger,1125,47.25
2025-01-10,Aileri#KR1,Iron IV,0,0
2025-02-24,Aileri#KR1,Diamond IV,10,24.1
2025-03-25,Aileri#KR1,Diamond III,5,25.05
2025-04-08,Aileri#KR1,Diamond III,10,25.1
2025-04-12,Aileri#KR1,Diamond II,1,26.01
2025-04-14,Aileri#KR1,Master,171,29.71
2025-04-16,Aileri#KR1,Master,354,31.54
2025-04-17,Aileri#KR1,Master,566,33.66
2025-04-18,Aileri#KR1,Master,728,35.28
2025-04-19,Aileri#KR1,Grandmaster,902,41.02
2025-04-21,Aileri#KR1,Grandmaster,979,41.79
2025-04-22,Aileri#KR1,Grandmaster,986,41.86
2025-04-23,Aileri#KR1,Grandmaster,991,41.91
2025-04-24,Aileri#KR1,Grandmaster,1010,42.1
2025-04-25,Aileri#KR1,Grandmaster,1050,42.5
2025-04-27,Aileri#KR1,Grandmaster,1071,42.71
2025-04-29,Aileri#KR1,Grandmaster,1118,43.18
2025-05-01,Aileri#KR1,Grandmaster,1098,42.98
2025-05-03,Aileri#KR1,Grandmaster,1099,42.99
2025-05-06,Aileri#KR1,Challenger,1119,47.19
2025-05-17,Aileri#KR1,Challenger,1139,47.39
2025-05-20,Aileri#KR1,Grandmaster,1088,42.88
2025-05-26,Aileri#KR1,Grandmaster,1118,43.18
2025-05-27,Aileri#KR1,Challenger,1118,47.18
2025-05-30,Aileri#KR1,Challenger,1160,47.6
2025-06-01,Aileri#KR1,Challenger,1245,48.45
2025-06-02,Aileri#KR1,Challenger,1249,48.49
2025-06-03,Aileri#KR1,Challenger,1235,48.35
2025-06-04,Aileri#KR1,Challenger,1299,48.99
2025-06-05,Aileri#KR1,Challenger,1362,49.62
2025-06-07,Aileri#KR1,Challenger,1345,49.45
2025-06-08,Aileri#KR1,Challenger,1386,49.86
2025-06-09,Aileri#KR1,Challenger,1286,48.86
2025-06-10,Aileri#KR1,Challenger,1344,49.44
2025-06-11,Aileri#KR1,Challenger,1303,49.03
2025-06-12,Aileri#KR1,Challenger,1285,48.85
2025-06-14,Aileri#KR1,Challenger,1265,48.65
2025-06-16,Aileri#KR1,Challenger,1286,48.86
2025-06-19,Aileri#KR1,Challenger,1245,48.45
2025-06-26,Aileri#KR1,Challenger,1260,48.6
2025-07-07,Aileri#KR1,Challenger,1259,48.59
2025-07-08,Aileri#KR1,Challenger,1279,48.79
2025-07-11,Aileri#KR1,Challenger,1237,48.37
2025-07-14,Aileri#KR1,Challenger,1231,48.31
2025-07-17,Aileri#KR1,Challenger,1270,48.7
2025-07-18,Aileri#KR1,Challenger,1309,49.09
2025-07-22,Aileri#KR1,Challenger,1411,50.11
2025-08-03,Aileri#KR1,Challenger,1349,49.49
2025-08-05,Aileri#KR1,Challenger,1309,49.09
2025-08-06,Aileri#KR1,Challenger,1348,49.48
2025-08-08,Aileri#KR1,Challenger,1327,49.27
2025-08-10,Aileri#KR1,Challenger,1286,48.86
2025-08-11,Aileri#KR1,Challenger,1305,49.05
2025-08-12,Aileri#KR1,Challenger,1282,48.82
2025-08-14,Aileri#KR1,Challenger,1296,48.96
2025-08-15,Aileri#KR1,Challenger,1313,49.13
2025-08-18,Aileri#KR1,Challenger,1323,49.23
2025-08-20,Aileri#KR1,Challenger,1338,49.38
2025-08-23,Aileri#KR1,Challenger,1346,49.46
2025-08-24,Aileri#KR1,Challenger,1377,49.77
2025-08-26,Aileri#KR1,Challenger,1442,50.42
2025-09-04,Aileri#KR1,Challenger,1418,50.18
2025-09-05,Aileri#KR1,Challenger,1435,50.35
2025-09-06,Aileri#KR1,Challenger,1453,50.53
2025-09-08,Aileri#KR1,Challenger,1448,50.48
2025-09-09,Aileri#KR1,Challenger,1518,51.18
2025-09-11,Aileri#KR1,Challenger,1526,51.26
2025-09-14,Aileri#KR1,Challenger,1543,51.43
2025-09-15,Aileri#KR1,Challenger,1576,51.76
2025-09-17,Aileri#KR1,Challenger,1604,52.04
2025-09-30,Aileri#KR1,Challenger,1627,52.27
2025-10-04,Aileri#KR1,Challenger,1606,52.06
2025-10-06,Aileri#KR1,Challenger,1604,52.04
2025-10-10,Aileri#KR1,Challenger,1602,52.02
2025-10-11,Aileri#KR1,Challenger,1580,51.8
2025-10-12,Aileri#KR1,Challenger,1558,51.58
2025-10-17,Aileri#KR1,Challenger,1588,51.88
2025-10-19,Aileri#KR1,Challenger,1624,52.24
2025-10-21,Aileri#KR1,Challenger,1659,52.59
2025-10-23,Aileri#KR1,Challenger,1676,52.76
2025-10-24,Aileri#KR1,Challenger,1592,51.92
2025-11-04,Aileri#KR1,Challenger,1550,51.5
2025-11-06,Aileri#KR1,Challenger,1549,51.49
2025-11-07,Aileri#KR1,Challenger,1569,51.69
2025-11-08,Aileri#KR1,Challenger,1589,51.89
2025-11-09,Aileri#KR1,Challenger,1623,52.23
2025-11-14,Aileri#KR1,Challenger,1656,52.56
2025-11-15,Aileri#KR1,Challenger,1692,52.92
2025-11-20,Aileri#KR1,Challenger,1669,52.69
2025-11-21,Aileri#KR1,Challenger,1641,52.41
2025-11-25,Aileri#KR1,Challenger,1619,52.19
2025-11-26,Aileri#KR1,Challenger,1637,52.37
2025-11-27,Aileri#KR1,Challenger,1687,52.87
2025-11-28,Aileri#KR1,Challenger,1664,52.64
2025-12-05,Aileri#KR1,Challenger,1638,52.38
2025-12-07,Aileri#KR1,Challenger,1593,51.93
2025-12-09,Aileri#KR1,Challenger,1549,51.49
2025-12-10,Aileri#KR1,Challenger,1545,51.45
2025-12-12,Aileri#KR1,Challenger,1599,51.99
2025-12-16,Aileri#KR1,Challenger,1554,51.54
2025-12-18,Aileri#KR1,Challenger,1567,51.67
2025-12-19,Aileri#KR1,Challenger,1585,51.85
2025-12-21,Aileri#KR1,Challenger,1704,53.04
2025-12-23,Aileri#KR1,Challenger,1658,52.58
2021-07-21,LOV3#КR1,Silver II,57,10.57
2022-03-26,LOV3#КR1,Silver IV,1,8.01
2022-04-01,LOV3#КR1,Silver II,1,10.01
2022-04-02,LOV3#КR1,Silver I,14,11.14
2022-04-04,LOV3#КR1,Gold IV,1,12.01
2022-04-17,LOV3#КR1,Gold III,7,13.07
2022-04-22,LOV3#КR1,Gold IV,75,12.75
2022-04-23,LOV3#КR1,Gold III,13,13.13
2022-05-06,LOV3#КR1,Gold II,4,14.04
2022-05-12,LOV3#КR1,Gold I,1,15.01
2022-05-22,LOV3#КR1,Platinum IV,1,16.01
2022-07-06,LOV3#КR1,Platinum IV,75,16.75
2022-07-09,LOV3#КR1,Platinum III,5,17.05
2022-08-20,LOV3#КR1,Platinum II,1,18.01
2022-08-27,LOV3#КR1,Platinum III,75,17.75
2022-08-28,LOV3#КR1,Platinum II,9,18.09
2022-09-03,LOV3#КR1,Platinum III,75,17.75
2022-09-04,LOV3#КR1,Platinum IV,75,16.75
2022-09-07,LOV3#КR1,Platinum III,11,17.11
2022-09-16,LOV3#КR1,Platinum IV,75,16.75
2022-09-17,LOV3#КR1,Platinum III,6,17.06
2023-01-14,LOV3#КR1,Gold I,3,15.03
2023-01-19,LOV3#КR1,Platinum IV,1,16.01
2023-07-15,LOV3#КR1,Platinum III,2,17.02
2023-07-24,LOV3#КR1,Platinum II,9,18.09
2023-07-25,LOV3#КR1,Platinum III,75,17.75
2023-08-02,LOV3#КR1,Platinum IV,75,16.75
2023-08-08,LOV3#КR1,Platinum III,37,17.37
2023-08-10,LOV3#КR1,Platinum II,2,18.02
2023-08-11,LOV3#КR1,Platinum I,19,19.19
2023-08-13,LOV3#КR1,Emerald IV,1,20.01
2023-09-08,LOV3#КR1,Emerald III,21,21.21
2023-09-17,LOV3#КR1,Emerald III,4,21.04
2023-09-23,LOV3#КR1,Emerald III,75,21.75
2023-10-20,LOV3#КR1,Emerald IV,75,20.75
2023-12-16,LOV3#КR1,Emerald III,26,21.26
2023-12-24,LOV3#КR1,Emerald III,24,21.24
2023-12-31,LOV3#КR1,Emerald III,1,21.01
2024-11-16,LOV3#КR1,Gold I,31,15.31
2024-11-17,LOV3#КR1,Gold I,6,15.06
2024-11-18,LOV3#КR1,Gold II,79,14.79
2024-11-19,LOV3#КR1,Gold I,9,15.09
2024-11-21,LOV3#КR1,Platinum IV,23,16.23
2024-11-26,LOV3#КR1,Platinum III,12,17.12
2024-11-27,LOV3#КR1,Platinum III,10,17.1
2024-12-02,LOV3#КR1,Platinum II,1,18.01
2025-07-01,LOV3#КR1,Gold I,6,15.06
2025-07-02,LOV3#КR1,Platinum IV,8,16.08
2025-07-03,LOV3#КR1,Platinum III,95,17.95
2025-07-05,LOV3#КR1,Platinum II,99,18.99
2025-07-06,LOV3#КR1,Platinum I,32,19.32
2025-07-08,LOV3#КR1,Platinum I,7,19.07
2025-07-09,LOV3#КR1,Platinum I,16,19.16
2025-07-11,LOV3#КR1,Emerald IV,14,20.14
2025-07-26,LOV3#КR1,Emerald III,20,21.2
2025-11-19,LOV3#КR1,Emerald IV,78,20.78
